Subscriber_ID,Last_Name,First_Name,Address,City,State,Date_Enrolled,Disenroll_Date,Status,Notes,Entry_Date,Entry_User,Update_Date,Update_User,Pend_Flag,Pend_Ex_Code,Other_Name,Home_Phone,Work_Phone,Zip_Code,Middle_Name,Name_Suffix,Salutation,County_Code,Address2,Country_ID,Home_Country_Code,Work_Country_Code,Billing_Cycle_ID,Billing_Invoice_Create,Region_Code,Pay_To_Account,Email,Pay_Period,Sponsor_ID,Sponsor_Relate_Code,Issue_State
600207590,O,D,1234 Sunset Blvd,SALISBURY,MD,"2022-02-01 00:00:00",,,,"2022-02-02 20:15:05",MemberImport_Conifer,"2022-11-02 20:06:18",VBA_Conifer,,,,,,21804,,,,,Apt 2,,,,,,,,,,,,
376490119,R,N,1234 Sunset Blvd,BRIDGEVILLE,DE,"2022-02-01 00:00:00","2023-04-30 00:00:00",,,"2022-02-02 20:15:05",MemberImport_Conifer,"2023-07-03 20:13:03",VBA_Conifer,,,,,,19933,,,,,Apt 2,,,,,,,,,,,,
289517369,M,M,1234 Sunset Blvd,EDEN,MD,"2022-01-01 00:00:00",,,,"2022-02-02 20:15:05",MemberImport_Conifer,"2022-11-02 20:06:18",VBA_Conifer,,,,,,21822,,,,,Apt 2,,,,,,,,,,,,
364356778,M,J,1234 Sunset Blvd,LANSDALE,PA,"2022-02-01 00:00:00",,,,"2022-03-02 20:16:55",MemberImport_Conifer,"2022-11-02 20:06:18",VBA_Conifer,,,,,,19446,P,JR,,,Apt 2,,,,,,,,,,,,
680444897,F,C,1234 Sunset Blvd,MILTON,DE,"2022-03-01 00:00:00","2022-07-31 00:00:00",,,"2022-03-02 20:16:55",MemberImport_Conifer,"2023-08-07 20:28:29",VBA_Conifer,,,,,,19968,B,,,,Apt 2,,,,,,,,,,,,
396027856,M,D,1234 Sunset Blvd,NEW CUMBERLAND,MD,"2022-04-01 00:00:00","2024-05-06 00:00:00",,,"2022-03-25 20:16:26",MemberImport_Conifer,"2024-05-15 20:44:28",VBA_Conifer,,,,,,17070,A,,,,Apt 2,,,,,,,,,,,,
513626082,I,B,1234 Sunset Blvd,WASHINGTON,DC,"2022-04-01 00:00:00",,,,"2022-03-25 20:16:26",MemberImport_Conifer,"2022-12-01 09:35:46",VBA_Conifer,,,,,,20017,,,,,Apt 2,,,,,,,,,,,,
775237248,M,C,1234 Sunset Blvd,LEWES,DE,"2022-04-01 00:00:00","2022-08-31 00:00:00",,,"2022-04-05 20:18:53",MemberImport_Conifer,"2022-08-30 20:16:29",MemberImport_Conifer,,,,,,19958,M,,,,Apt 2,,,,,,,,,,,,
090426710,M,J,1234 Sunset Blvd,PORT DEPOSIT,MD,"2022-05-01 00:00:00",,,,"2022-04-05 20:18:53",MemberImport_Conifer,"2022-11-02 20:06:18",VBA_Conifer,,,,,,21904,P,,,,Apt 2,,,,,,,,,,,,
183534833,W,S,1234 Sunset Blvd,RIPLEY,TN,"2022-03-01 00:00:00","2022-07-31 00:00:00",,,"2022-04-05 20:18:53",MemberImport_Conifer,"2022-07-29 20:14:51",MemberImport_Conifer,,,,,,38063,,,,,Apt 2,,,,,,,,,,,,
950935578,N,S,1234 Sunset Blvd,BALTIMORE,MD,"2022-05-01 00:00:00","2022-05-31 00:00:00",,,"2022-04-22 23:50:02",MemberImport_Conifer,"2022-05-31 20:15:04",MemberImport_Conifer,,,,,,21206,,,,,Apt 2,,,,,,,,,,,,
756140495,H,R,1234 Sunset Blvd,ARLINGTON,TN,"2022-05-01 00:00:00",,,,"2022-05-10 20:19:08",MemberImport_Conifer,"2022-11-02 20:06:18",VBA_Conifer,,,,,,38002,M,,,,Apt 2,,,,,,,,,,,,
910687223,A,G,1234 Sunset Blvd,EPHRATA,PA,"2022-06-01 00:00:00","2022-09-30 00:00:00",,,"2022-05-23 05:50:07",MemberImport_Conifer,"2022-10-21 22:57:21",VBA_Conifer,,,,,,17522,,,,,Apt 2,,,,,,,,,,,,
076377861,L,K,1234 Sunset Blvd,CASCADE,MD,"2022-06-01 00:00:00",,,,"2022-05-25 20:13:56",MemberImport_Conifer,"2022-12-01 09:35:46",VBA_Conifer,,,,,,21719,,,,,Apt 2,,,,,,,,,,,,
771940311,B,S,1234 Sunset Blvd,DENTON,MD,"2022-05-01 00:00:00","2022-08-31 00:00:00",,,"2022-05-17 20:14:04",MemberImport_Conifer,"2022-08-31 20:17:30",MemberImport_Conifer,,,,,,21629,,,,,Apt 2,,,,,,,,,,,,
747804711,T,J,1234 Sunset Blvd,ARLINGTON,TN,"2022-06-01 00:00:00","2023-08-31 00:00:00",,,"2022-06-15 12:57:46",MemberImport_Conifer,"2023-10-16 20:13:01",VBA_Conifer,,,,,,38002,A,,,,Apt 2,,,,,,,,,,,,
225145279,E,E,1234 Sunset Blvd,SPRINGDALE,MD,"2019-02-01 00:00:00","2019-08-31 00:00:00",,,"2019-01-17 21:50:33",MemberImport_Conifer,"2019-09-05 21:30:06",MemberImport_Conifer,,,,,,20774,L,,,,Apt 2,,,,,,,,,,,,
799886099,S,A,1234 Sunset Blvd,FAIRFAX,VA,"2019-02-01 00:00:00","2020-09-30 00:00:00",,,"2019-01-17 21:50:33",MemberImport_Conifer,"2020-10-07 20:03:51",MemberImport_Conifer,,,,,,22031,,,,,Apt 2,,,,,,,,,,,,
060345347,P,N,1234 Sunset Blvd,BALTIMORE,MD,"2019-01-01 00:00:00","2020-12-31 00:00:00",,,"2018-12-21 01:48:30",MemberImport_Conifer,"2021-01-25 20:08:43",MemberImport_Conifer,,,,,,21212,,,,,Apt 2,,,,,,,,,,,,
263528921,S,C,1234 Sunset Blvd,MOUNT JOY,PA,"2019-01-01 00:00:00","2021-03-31 00:00:00",,,"2018-12-21 01:48:30",MemberImport_Conifer,"2021-03-08 20:08:20",MemberImport_Conifer,,,,,,17552,R,,,,Apt 2,,,,,,,,,,,,
676671761,O,P,1234 Sunset Blvd,SOLOMON,MD,"2018-12-01 00:00:00","2019-08-31 00:00:00",,,"2018-12-19 09:29:33",MemberImport_Conifer,"2019-09-05 21:30:06",MemberImport_Conifer,,,,,,20688,E,,,,Apt 2,,,,,,,,,,,,
575186768,T,S,1234 Sunset Blvd,COATESVILLE,PA,"2018-12-01 00:00:00","2020-02-29 00:00:00",,,"2018-12-19 09:29:33",MemberImport_Conifer,"2020-02-07 10:35:04",MemberImport_Conifer,,,,,,19320,,,,,Apt 2,,,,,,,,,,,,
380183612,T,C,1234 Sunset Blvd,WASHINGTON,DC,"2018-12-01 00:00:00",,,,"2018-12-19 09:29:33",MemberImport_Conifer,"2022-12-01 09:35:46",VBA_Conifer,,,,,,20036,,,,,Apt 2,,,,,,,,,,,,
145289807,C,L,1234 Sunset Blvd,TULSA,OK,"2019-02-01 00:00:00","2020-01-31 00:00:00",,,"2019-01-24 22:30:44",MemberImport_Conifer,"2020-01-09 21:24:51",MemberImport_Conifer,,,,,,74136,,,,,Apt 2,,,,,,,,,,,,
827778679,H,J,1234 Sunset Blvd,FREDERICK,MD,"2019-02-01 00:00:00","2019-07-31 00:00:00",,,"2019-01-24 22:30:44",MemberImport_Conifer,"2019-07-25 21:32:15",MemberImport_Conifer,,,,,,21703,,,,,Apt 2,,,,,,,,,,,,
821043994,D,S,1234 Sunset Blvd,BRIDGEVILLE,DE,"2019-01-01 00:00:00",,,,"2018-12-27 18:06:45",MemberImport_Conifer,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,19933,,,,,Apt 2,,,,,,,,,,,,
638177468,M,E,1234 Sunset Blvd,ROCKVILLE,MD,"2019-01-01 00:00:00","2019-12-31 00:00:00",,,"2018-12-27 18:06:45",MemberImport_Conifer,"2019-12-19 21:32:08",MemberImport_Conifer,,,,,,20852,,,,,Apt 2,,,,,,,,,,,,
134411262,Z,A,1234 Sunset Blvd,ALTOONA,PA,"2019-01-01 00:00:00","2019-03-31 00:00:00",,,"2018-12-27 18:06:45",MemberImport_Conifer,"2019-03-29 17:12:36",MemberImport_Conifer,,,,,,16601,,,,,Apt 2,,,,,,,,,,,,
842777243,P,S,1234 Sunset Blvd,MOUNT RAINIER,MD,"2015-02-01 00:00:00","2015-07-31 00:00:00",,,"2015-11-23 15:11:55",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,20712,,,,,Apt 2,,,,,,,,,,,,
640406664,P,A,1234 Sunset Blvd,ANNAPOLIS,MD,"2013-12-01 00:00:00","2014-06-30 00:00:00",,,"2015-11-23 15:11:56",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21403,,,,,Apt 2,,,,,,,,,,,,
569896640,P,C,1234 Sunset Blvd,ARLINGTON,VA,"2015-07-01 00:00:00","2017-01-31 00:00:00",,,"2015-11-23 15:11:57",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,22206,,,,,Apt 2,,,,,,,,,,,,
523145357,P,T,1234 Sunset Blvd,HOLLIDAYSBURG,PA,"2013-12-01 00:00:00","2016-10-01 00:00:00",,,"2015-11-23 15:11:58",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,16648,I,III,,,Apt 2,,,,,,,,,,,,
830790830,P,S,1234 Sunset Blvd,HYATTSVILLE,MD,"2013-12-01 00:00:00","2014-02-28 00:00:00",,,"2015-11-23 15:12:00",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,20782,M,,,,Apt 2,,,,,,,,,,,,
023922744,P,A,1234 Sunset Blvd,ROSEDALE,MD,"2013-12-01 00:00:00","2017-08-31 00:00:00",,,"2015-11-23 15:12:01",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21237,,,,,Apt 2,,,,,,,,,,,,
200904170,P,C,1234 Sunset Blvd,CHAMBERSBURG,PA,"2014-11-01 00:00:00","2018-02-28 00:00:00",,,"2015-11-23 15:12:02",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17201,,,,,Apt 2,,,,,,,,,,,,
585852909,P,A,1234 Sunset Blvd,CHAMBERSBURG,PA,"2015-01-01 00:00:00","2015-04-30 00:00:00",,,"2015-11-23 15:12:03",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17201,,,,,Apt 2,,,,,,,,,,,,
439540296,P,J,1234 Sunset Blvd,CUMBERLAND,MD,"2014-03-01 00:00:00","2014-06-30 00:00:00",,,"2015-11-23 15:12:04",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21502,L,,,,Apt 2,,,,,,,,,,,,
096780168,P,S,1234 Sunset Blvd,BOWIE,MD,"2015-06-01 00:00:00","2017-09-15 00:00:00",,,"2015-11-23 15:12:05",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,20716,,,,,Apt 2,,,,,,,,,,,,
567002907,P,S,1234 Sunset Blvd,FAIRFAX,VA,"2013-12-01 00:00:00","2017-10-31 00:00:00",,,"2015-11-23 15:12:06",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,22031,,,,,Apt 2,,,,,,,,,,,,
775755041,P,W,1234 Sunset Blvd,ASPERS,PA,"2014-09-01 00:00:00","2018-01-31 00:00:00",,,"2015-11-23 15:12:07",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17304,S,,,,Apt 2,,,,,,,,,,,,
106586390,P,C,1234 Sunset Blvd,GETTYSBURG,PA,"2013-12-01 00:00:00","2019-03-31 00:00:00",,,"2015-11-23 15:12:08",VBAEDI_MemberImport,"2019-03-29 17:12:36",MemberImport_Conifer,,,,,,17325,,,,,Apt 2,,,,,,,,,,,,
173125292,P,K,1234 Sunset Blvd,BEL AIR,MD,"2015-06-01 00:00:00","2016-05-31 00:00:00",,,"2015-11-23 15:12:10",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21015,S,,,,Apt 2,,,,,,,,,,,,
942740320,P,T,1234 Sunset Blvd,ROCKWOOD,PA,"2014-09-01 00:00:00","2015-09-30 00:00:00",,,"2015-11-23 15:12:11",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,15557,W,,,,Apt 2,,,,,,,,,,,,
685257741,R,B,1234 Sunset Blvd,LA VALE,MD,"2013-12-01 00:00:00","2014-09-30 00:00:00",,,"2015-11-23 15:12:12",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21502,W,,,,Apt 2,,,,,,,,,,,,
598565302,R,R,1234 Sunset Blvd,FROSTBURG,MD,"2013-12-01 00:00:00","2017-07-31 00:00:00",,,"2015-11-23 15:12:13",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21532,,,,,Apt 2,,,,,,,,,,,,
600487512,V,J,1234 Sunset Blvd,ELKRIDGE,MD,"2013-12-01 00:00:00","2017-04-30 00:00:00",,,"2015-11-23 15:12:14",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21075,M,,,,Apt 2,,,,,,,,,,,,
674183798,S,A,1234 Sunset Blvd,LITITZ,PA,"2013-12-01 00:00:00","2016-03-31 00:00:00",,,"2015-11-23 15:12:15",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17543,D,,,,Apt 2,,,,,,,,,,,,
932738420,V,A,1234 Sunset Blvd,GAITHERSBURG,MD,"2013-12-01 00:00:00","2017-03-31 00:00:00",,,"2015-11-23 15:12:16",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,20878,,,,,Apt 2,,,,,,,,,,,,
263738604,S,H,1234 Sunset Blvd,WILLIAMSPORT,MD,"2013-12-01 00:00:00","2020-02-29 00:00:00",,,"2015-11-23 15:12:17",VBAEDI_MemberImport,"2020-03-05 20:21:12",MemberImport_Conifer,,,,,,21795,,,,,Apt 2,,,,,,,,,,,,
422687118,P,A,1234 Sunset Blvd,GETTYSBURG,PA,"2013-12-01 00:00:00","2016-09-30 00:00:00",,,"2015-11-23 15:12:18",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17325,L,,,,Apt 2,,,,,,,,,,,,
644243861,S,S,1234 Sunset Blvd,OAKLAND,MD,"2014-02-01 00:00:00","2015-11-30 00:00:00",,,"2015-11-23 15:12:19",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21550,,,,,Apt 2,,,,,,,,,,,,
528922405,R,L,1234 Sunset Blvd,GLEN BURNIE,MD,"2015-09-01 00:00:00","2019-08-31 00:00:00",,,"2015-11-23 15:12:20",VBAEDI_MemberImport,"2019-09-05 21:30:06",MemberImport_Conifer,,,,,,21061,R,,,,Apt 2,,,,,,,,,,,,
245335169,M,W,1234 Sunset Blvd,LAVALE,MD,"2013-12-01 00:00:00","2019-11-30 00:00:00",,,"2015-11-23 15:12:21",VBAEDI_MemberImport,"2019-12-19 21:32:08",MemberImport_Conifer,,,,,,21502,D,,,,Apt 2,,,,,,,,,,,,
656404859,V,J,1234 Sunset Blvd,ALEXANDRIA,VA,"2013-12-01 00:00:00","2016-08-31 00:00:00",,,"2015-11-23 15:12:22",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,22314,G,,,,Apt 2,,,,,,,,,,,,
095939199,S,L,1234 Sunset Blvd,COGAN STATION,PA,"2014-04-01 00:00:00","2014-08-31 00:00:00",,,"2015-11-23 15:12:23",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17728,,,,,Apt 2,,,,,,,,,,,,
775585126,K,A,1234 Sunset Blvd,FREDERICK,MD,"2014-09-01 00:00:00","2016-09-30 00:00:00",,,"2015-11-23 15:12:25",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21702,,,,,Apt 2,,,,,,,,,,,,
644376622,S,T,1234 Sunset Blvd,MILTON,PA,"2013-12-01 00:00:00","2017-03-31 00:00:00",,,"2015-11-23 15:12:25",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17847,,,,,Apt 2,,,,,,,,,,,,
176938522,V,T,1234 Sunset Blvd,PHILADELPHIA,PA,"2013-12-01 00:00:00","2017-07-31 00:00:00",,,"2015-11-23 15:12:27",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,19147,D,,,,Apt 2,,,,,,,,,,,,
565149785,R,N,1234 Sunset Blvd,HAGERSTOWN,MD,"2013-12-01 00:00:00","2016-09-30 00:00:00",,,"2015-11-23 15:12:28",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21740,,,,,Apt 2,,,,,,,,,,,,
626882804,Y,S,1234 Sunset Blvd,FREDERICK,MD,"2013-12-01 00:00:00","2020-12-31 00:00:00",,,"2015-11-23 15:12:29",VBAEDI_MemberImport,"2020-12-16 20:04:43",MemberImport_Conifer,,,,,,21703,,,,,Apt 2,,,,,,,,,,,,
467398837,R,C,1234 Sunset Blvd,ORRTANNA,PA,"2014-01-01 00:00:00","2016-02-29 00:00:00",,,"2015-11-23 15:12:30",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17353,,,,,Apt 2,,,,,,,,,,,,
167030197,S,M,1234 Sunset Blvd,OWINGS MILLS,MD,"2015-07-01 00:00:00","2017-07-31 00:00:00",,,"2015-11-23 15:12:31",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21117,L,,,,Apt 2,,,,,,,,,,,,
712926991,S,A,1234 Sunset Blvd,TEMPLE HILLS,MD,"2015-06-01 00:00:00","2017-01-31 00:00:00",,,"2015-11-23 15:12:32",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,20748,D,II,,,Apt 2,,,,,,,,,,,,
825841732,Q,P,1234 Sunset Blvd,ANNVILLE,PA,"2013-12-01 00:00:00","2021-03-31 00:00:00",,,"2015-11-23 15:12:33",VBAEDI_MemberImport,"2021-04-19 20:14:32",MemberImport_Conifer,,,,,,17003,,,,,Apt 2,,,,,,,,,,,,
274142097,Z,B,1234 Sunset Blvd,CUMBERLAND,MD,"2014-10-01 00:00:00","2015-08-31 00:00:00",,,"2015-11-23 15:12:34",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21502,P,,,,Apt 2,,,,,,,,,,,,
415625106,W,A,1234 Sunset Blvd,VIENNA,VA,"2013-12-01 00:00:00","2014-06-30 00:00:00",,,"2015-11-23 15:12:35",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,22180,,,,,Apt 2,,,,,,,,,,,,
170833710,S,V,1234 Sunset Blvd,HAGERSTOWN,MD,"2015-07-01 00:00:00","2016-06-30 00:00:00",,,"2015-11-23 15:12:36",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21740,M,,,,Apt 2,,,,,,,,,,,,
623422118,W,K,1234 Sunset Blvd,BEDFORD,PA,"2015-12-01 00:00:00",,,,"2015-11-23 15:12:37",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,15522,,,,,Apt 2,,,,,,,,,,,,
512134926,S,S,1234 Sunset Blvd,NORTH BETHESDA,MD,"2015-09-01 00:00:00","2016-06-01 00:00:00",,,"2015-11-23 15:12:38",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,20852,S,,,,Apt 2,,,,,,,,,,,,
404984795,W,T,1234 Sunset Blvd,FORT WASHINGTON,MD,"2013-12-01 00:00:00","2016-08-31 00:00:00",,,"2015-11-23 15:12:39",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,20744,S,,,,Apt 2,,,,,,,,,,,,
617647816,T,A,1234 Sunset Blvd,BIGLERVILLE,PA,"2013-12-01 00:00:00","2014-02-28 00:00:00",,,"2015-11-23 15:12:40",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17307,R,,,,Apt 2,,,,,,,,,,,,
223244632,R,C,1234 Sunset Blvd,CARLISLE,PA,"2014-12-01 00:00:00","2015-10-31 00:00:00",,,"2015-11-23 15:12:42",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17013,J,,,,Apt 2,,,,,,,,,,,,
851369184,Z,J,1234 Sunset Blvd,SEVEN VALLEYS,PA,"2013-12-01 00:00:00","2017-05-31 00:00:00",,,"2015-11-23 15:12:43",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17360,J,,,,Apt 2,,,,,,,,,,,,
436896607,S,T,1234 Sunset Blvd,PHILIDELPHIA,PA,"2015-05-01 00:00:00","2015-09-30 00:00:00",,,"2015-11-23 15:12:44",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,19150,,,,,Apt 2,,,,,,,,,,,,
128897015,S,H,1234 Sunset Blvd,FAIRFAX,VA,"2013-12-01 00:00:00","2018-04-30 00:00:00",,,"2015-11-23 15:12:46",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,22030,,,,,Apt 2,,,,,,,,,,,,
901786095,M,K,1234 Sunset Blvd,HOLLIDAYSBURG,PA,"2014-10-01 00:00:00",,,,"2015-11-23 15:12:47",VBAEDI_MemberImport,"2022-12-01 09:35:46",VBA_Conifer,,,,,,16648,,,,,Apt 2,,,,,,,,,,,,
063749584,R,S,1234 Sunset Blvd,GREAT FALLS,VA,"2014-04-01 00:00:00","2019-05-31 00:00:00",,,"2015-11-23 15:12:48",VBAEDI_MemberImport,"2019-05-30 21:31:07",MemberImport_Conifer,,,,,,22066,M,,,,Apt 2,,,,,,,,,,,,
357125756,T,H,1234 Sunset Blvd,FROSTBURG,MD,"2014-04-01 00:00:00","2019-08-31 00:00:00",,,"2015-11-23 15:12:49",VBAEDI_MemberImport,"2021-02-08 20:12:59",MemberImport_Conifer,,,,,,21532,,,,,Apt 2,,,,,,,,,,,,
503395638,H,C,1234 Sunset Blvd,FALLING WATERS,WV,"2013-12-01 00:00:00","2017-06-30 00:00:00",,,"2015-11-23 15:12:51",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,25419,,,,,Apt 2,,,,,,,,,,,,
995422533,S,K,1234 Sunset Blvd,WASHINGTON,DC,"2014-03-01 00:00:00","2014-07-31 00:00:00",,,"2015-11-23 15:12:52",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,20008,,,,,Apt 2,,,,,,,,,,,,
705106559,S,E,1234 Sunset Blvd,CUMBERLAND,MD,"2014-04-01 00:00:00","2016-09-30 00:00:00",,,"2015-11-23 15:12:53",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,21502,,,,,Apt 2,,,,,,,,,,,,
887755485,W,L,1234 Sunset Blvd,ALEXANDRIA,VA,"2013-12-01 00:00:00","2015-09-30 00:00:00",,,"2015-11-23 15:12:54",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,22310,B,,,,Apt 2,,,,,,,,,,,,
927652915,T,J,1234 Sunset Blvd,MEYERSDALE,PA,"2013-12-01 00:00:00","2014-11-30 00:00:00",,,"2015-11-23 15:12:55",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,15552,M,,,,Apt 2,,,,,,,,,,,,
905473419,S,N,1234 Sunset Blvd,S. WILLIAMSPORT,PA,"2013-12-01 00:00:00","2017-04-30 00:00:00",,,"2015-11-23 15:12:56",VBAEDI_MemberImport,"2019-01-25 13:30:50",MemberImport_Conifer,,,,,,17702,,,,,Apt 2,,,,,,,,,,,,
